,rating,agent_type,misinformation_type,rebuttal_type,rating_score
20526,somewhat helpful,pro_misinformation,Fallacy of Credibility,No Need to Address,1
20527,helpful,pro_misinformation,Fallacy of Credibility,Negative Effect due to y,2
20528,helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,2
20529,helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,2
20530,somewhat helpful,pro_misinformation,Fallacy of Extension,Mitigation,1
20531,somewhat helpful,pro_misinformation,Fallacy of Extension,Alternative,1
20532,somewhat helpful,pro_misinformation,Fallacy of Extension,No Evidence,1
20533,somewhat helpful,pro_misinformation,Fallacy of Extension,Another True Cause,1
20534,not helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 1,0
20535,somewhat helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 2,1
20536,not helpful,pro_misinformation,Fallacy of Extension,No Need to Address,0
20537,somewhat helpful,pro_misinformation,Fallacy of Extension,Negative Effect due to y,1
20538,somewhat helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 1,1
20539,somewhat helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 2,1
20540,somewhat helpful,pro_misinformation,Intentional Fallacy,Mitigation,1
20541,somewhat helpful,pro_misinformation,Intentional Fallacy,Alternative,1
20542,somewhat helpful,pro_misinformation,Intentional Fallacy,No Evidence,1
20543,somewhat helpful,pro_misinformation,Intentional Fallacy,Another True Cause,1
20544,somewhat helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 1,1
20545,somewhat helpful,pro_misinformation,Intentional Fallacy,Missing Mechanism 2,1
20546,somewhat helpful,pro_misinformation,Intentional Fallacy,No Need to Address,1
20547,somewhat helpful,pro_misinformation,Intentional Fallacy,Negative Effect due to y,1
20548,somewhat helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,1
20549,somewhat helpful,pro_misinformation,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,1
20550,somewhat helpful,pro_misinformation,Deductive Fallacy,Mitigation,1
20551,somewhat helpful,pro_misinformation,Deductive Fallacy,Alternative,1
20552,somewhat helpful,pro_misinformation,Deductive Fallacy,No Evidence,1
20553,somewhat helpful,pro_misinformation,Deductive Fallacy,Another True Cause,1
20554,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 1,1
20555,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 2,1
20556,somewhat helpful,pro_misinformation,Deductive Fallacy,No Need to Address,1
20557,somewhat helpful,pro_misinformation,Deductive Fallacy,Negative Effect due to y,1
20558,somewhat helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,1
20559,helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,2
20560,somewhat helpful,pro_misinformation,False Dilemma,Mitigation,1
20561,somewhat helpful,pro_misinformation,False Dilemma,Alternative,1
20562,somewhat helpful,pro_misinformation,False Dilemma,No Evidence,1
20563,somewhat helpful,pro_misinformation,False Dilemma,Another True Cause,1
20564,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 1,1
20565,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 2,1
20566,somewhat helpful,pro_misinformation,False Dilemma,No Need to Address,1
20567,somewhat helpful,pro_misinformation,False Dilemma,Negative Effect due to y,1
20568,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 1,1
20569,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 2,1
20570,somewhat helpful,pro_misinformation,Fallacy of Extension,Mitigation,1
20571,somewhat helpful,pro_misinformation,Fallacy of Extension,Alternative,1
20572,somewhat helpful,pro_misinformation,Fallacy of Extension,No Evidence,1
20573,somewhat helpful,pro_misinformation,Fallacy of Extension,Another True Cause,1
20574,somewhat helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 1,1
20575,not helpful,pro_misinformation,Fallacy of Extension,Missing Mechanism 2,0
20576,somewhat helpful,pro_misinformation,Fallacy of Extension,No Need to Address,1
20577,somewhat helpful,pro_misinformation,Fallacy of Extension,Negative Effect due to y,1
20578,somewhat helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 1,1
20579,not helpful,pro_misinformation,Fallacy of Extension,Positive Effects of a Different Perspective from y 2,0
20580,somewhat helpful,pro_misinformation,False Dilemma,Mitigation,1
20581,somewhat helpful,pro_misinformation,False Dilemma,Alternative,1
20582,somewhat helpful,pro_misinformation,False Dilemma,No Evidence,1
20583,helpful,pro_misinformation,False Dilemma,Another True Cause,2
20584,helpful,pro_misinformation,False Dilemma,Missing Mechanism 1,2
20585,somewhat helpful,pro_misinformation,False Dilemma,Missing Mechanism 2,1
20586,somewhat helpful,pro_misinformation,False Dilemma,No Need to Address,1
20587,somewhat helpful,pro_misinformation,False Dilemma,Negative Effect due to y,1
20588,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 1,1
20589,somewhat helpful,pro_misinformation,False Dilemma,Positive Effects of a Different Perspective from y 2,1
20590,somewhat helpful,pro_misinformation,False Causality,Mitigation,1
20591,somewhat helpful,pro_misinformation,False Causality,Alternative,1
20592,helpful,pro_misinformation,False Causality,No Evidence,2
20593,somewhat helpful,pro_misinformation,False Causality,Another True Cause,1
20594,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 1,1
20595,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 2,1
20596,not helpful,pro_misinformation,False Causality,No Need to Address,0
20597,somewhat helpful,pro_misinformation,False Causality,Negative Effect due to y,1
20598,not helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 1,0
20599,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 2,1
20600,somewhat helpful,pro_misinformation,Equivocation,Mitigation,1
20601,somewhat helpful,pro_misinformation,Equivocation,Alternative,1
20602,somewhat helpful,pro_misinformation,Equivocation,No Evidence,1
20603,somewhat helpful,pro_misinformation,Equivocation,Another True Cause,1
20604,helpful,pro_misinformation,Equivocation,Missing Mechanism 1,2
20605,somewhat helpful,pro_misinformation,Equivocation,Missing Mechanism 2,1
20606,somewhat helpful,pro_misinformation,Equivocation,No Need to Address,1
20607,helpful,pro_misinformation,Equivocation,Negative Effect due to y,2
20608,somewhat helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 1,1
20609,somewhat helpful,pro_misinformation,Equivocation,Positive Effects of a Different Perspective from y 2,1
20610,somewhat helpful,pro_misinformation,Ad Populum,Mitigation,1
20611,somewhat helpful,pro_misinformation,Ad Populum,Alternative,1
20612,somewhat helpful,pro_misinformation,Ad Populum,No Evidence,1
20613,not helpful,pro_misinformation,Ad Populum,Another True Cause,0
20614,somewhat helpful,pro_misinformation,Ad Populum,Missing Mechanism 1,1
20615,helpful,pro_misinformation,Ad Populum,Missing Mechanism 2,2
20616,somewhat helpful,pro_misinformation,Ad Populum,No Need to Address,1
20617,somewhat helpful,pro_misinformation,Ad Populum,Negative Effect due to y,1
20618,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 1,1
20619,somewhat helpful,pro_misinformation,Ad Populum,Positive Effects of a Different Perspective from y 2,1
20620,helpful,pro_misinformation,Circular Claim,Mitigation,2
20621,somewhat helpful,pro_misinformation,Circular Claim,Alternative,1
20622,helpful,pro_misinformation,Circular Claim,No Evidence,2
20623,helpful,pro_misinformation,Circular Claim,Another True Cause,2
20624,helpful,pro_misinformation,Circular Claim,Missing Mechanism 1,2
20625,helpful,pro_misinformation,Circular Claim,Missing Mechanism 2,2
20626,helpful,pro_misinformation,Circular Claim,No Need to Address,2
20627,helpful,pro_misinformation,Circular Claim,Negative Effect due to y,2
20628,helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 1,2
20629,helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 2,2
20630,somewhat helpful,pro_misinformation,False Causality,Mitigation,1
20631,somewhat helpful,pro_misinformation,False Causality,Alternative,1
20632,somewhat helpful,pro_misinformation,False Causality,No Evidence,1
20633,somewhat helpful,pro_misinformation,False Causality,Another True Cause,1
20634,helpful,pro_misinformation,False Causality,Missing Mechanism 1,2
20635,somewhat helpful,pro_misinformation,False Causality,Missing Mechanism 2,1
20636,somewhat helpful,pro_misinformation,False Causality,No Need to Address,1
20637,somewhat helpful,pro_misinformation,False Causality,Negative Effect due to y,1
20638,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 1,1
20639,somewhat helpful,pro_misinformation,False Causality,Positive Effects of a Different Perspective from y 2,1
20640,somewhat helpful,pro_misinformation,Fallacy of Credibility,Mitigation,1
20641,somewhat helpful,pro_misinformation,Fallacy of Credibility,Alternative,1
20642,somewhat helpful,pro_misinformation,Fallacy of Credibility,No Evidence,1
20643,somewhat helpful,pro_misinformation,Fallacy of Credibility,Another True Cause,1
20644,somewhat helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 1,1
20645,somewhat helpful,pro_misinformation,Fallacy of Credibility,Missing Mechanism 2,1
20646,somewhat helpful,pro_misinformation,Fallacy of Credibility,No Need to Address,1
20647,somewhat helpful,pro_misinformation,Fallacy of Credibility,Negative Effect due to y,1
20648,somewhat helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,1
20649,somewhat helpful,pro_misinformation,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,1
20650,somewhat helpful,pro_misinformation,Deductive Fallacy,Mitigation,1
20651,somewhat helpful,pro_misinformation,Deductive Fallacy,Alternative,1
20652,somewhat helpful,pro_misinformation,Deductive Fallacy,No Evidence,1
20653,somewhat helpful,pro_misinformation,Deductive Fallacy,Another True Cause,1
20654,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 1,1
20655,somewhat helpful,pro_misinformation,Deductive Fallacy,Missing Mechanism 2,1
20656,somewhat helpful,pro_misinformation,Deductive Fallacy,No Need to Address,1
20657,somewhat helpful,pro_misinformation,Deductive Fallacy,Negative Effect due to y,1
20658,not helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,0
20659,not helpful,pro_misinformation,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,0
20660,somewhat helpful,pro_misinformation,Fallacy of Relevance,Mitigation,1
20661,somewhat helpful,pro_misinformation,Fallacy of Relevance,Alternative,1
20662,not helpful,pro_misinformation,Fallacy of Relevance,No Evidence,0
20663,somewhat helpful,pro_misinformation,Fallacy of Relevance,Another True Cause,1
20664,not helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 1,0
20665,not helpful,pro_misinformation,Fallacy of Relevance,Missing Mechanism 2,0
20666,somewhat helpful,pro_misinformation,Fallacy of Relevance,No Need to Address,1
20667,somewhat helpful,pro_misinformation,Fallacy of Relevance,Negative Effect due to y,1
20668,somewhat helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
20669,not helpful,pro_misinformation,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,0
20670,somewhat helpful,pro_misinformation,Circular Claim,Mitigation,1
20671,somewhat helpful,pro_misinformation,Circular Claim,Alternative,1
20672,somewhat helpful,pro_misinformation,Circular Claim,No Evidence,1
20673,somewhat helpful,pro_misinformation,Circular Claim,Another True Cause,1
20674,somewhat helpful,pro_misinformation,Circular Claim,Missing Mechanism 1,1
20675,somewhat helpful,pro_misinformation,Circular Claim,Missing Mechanism 2,1
20676,helpful,pro_misinformation,Circular Claim,No Need to Address,2
20677,somewhat helpful,pro_misinformation,Circular Claim,Negative Effect due to y,1
20678,helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 1,2
20679,somewhat helpful,pro_misinformation,Circular Claim,Positive Effects of a Different Perspective from y 2,1
20680,somewhat helpful,pro_misinformation,Appeal to Emotion,Mitigation,1
20681,somewhat helpful,pro_misinformation,Appeal to Emotion,Alternative,1
20682,somewhat helpful,pro_misinformation,Appeal to Emotion,No Evidence,1
20683,somewhat helpful,pro_misinformation,Appeal to Emotion,Another True Cause,1
20684,somewhat helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 1,1
20685,not helpful,pro_misinformation,Appeal to Emotion,Missing Mechanism 2,0
20686,somewhat helpful,pro_misinformation,Appeal to Emotion,No Need to Address,1
20687,somewhat helpful,pro_misinformation,Appeal to Emotion,Negative Effect due to y,1
20688,somewhat helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
20689,not helpful,pro_misinformation,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,0
20690,not helpful,pro_misinformation,Ad Hominem,Mitigation,0
20691,somewhat helpful,pro_misinformation,Ad Hominem,Alternative,1
20692,not helpful,pro_misinformation,Ad Hominem,No Evidence,0
20693,somewhat helpful,pro_misinformation,Ad Hominem,Another True Cause,1
20694,not helpful,pro_misinformation,Ad Hominem,Missing Mechanism 1,0
20695,not helpful,pro_misinformation,Ad Hominem,Missing Mechanism 2,0
20696,not helpful,pro_misinformation,Ad Hominem,No Need to Address,0
20697,not helpful,pro_misinformation,Ad Hominem,Negative Effect due to y,0
20698,not helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 1,0
20699,somewhat helpful,pro_misinformation,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
20700,somewhat helpful,pro_misinformation,Fallacy of Relevance,Mitigation,1
20701,somewhat helpful,pro_misinformation,Fallacy of Relevance,Alternative,1
20702,somewhat helpful,pro_misinformation,Fallacy of Relevance,No Evidence,1
20703,somewhat helpful,pro_misinformation,Fallacy of Relevance,Another True Cause,1
